sex,age_group,year,state,number_of_death
Female,55-59,2016,Negeri Sembilan,236
Female,55-59,2016,Pahang,263
Female,55-59,2016,Perak,527
Female,55-59,2016,Perlis,69
Female,55-59,2016,Sabah,407
Female,55-59,2016,Sarawak,366
Female,55-59,2016,Selangor,801
Female,55-59,2016,Terengganu,190
Female,55-59,2016,W.P. Kuala Lumpur,228
Female,55-59,2016,W.P. Putrajaya,9
Female,60-64,2016,Johor,730
Female,60-64,2016,Kedah,531
Female,60-64,2016,Kelantan,415
Female,60-64,2016,Melaka,210
Female,60-64,2016,Negeri Sembilan,237
Female,60-64,2016,Pahang,351
Female,60-64,2016,Perak,639
Female,60-64,2016,Perlis,66
Female,60-64,2016,Sabah,418
Female,60-64,2016,Sarawak,385
Female,60-64,2016,Selangor,1023
Female,60-64,2016,Terengganu,270
Female,60-64,2016,W.P. Kuala Lumpur,324
Female,60-64,2016,W.P. Putrajaya,10
Female,65-69,2016,Johor,867
Female,65-69,2016,Kedah,614
Female,65-69,2016,Kelantan,452
Female,65-69,2016,Melaka,214
Female,65-69,2016,Negeri Sembilan,297
Female,65-69,2016,Pahang,431
Female,65-69,2016,Perak,825
Female,65-69,2016,Perlis,83
Female,65-69,2016,Sabah,490
Female,65-69,2016,Sarawak,481
Female,65-69,2016,Selangor,1092
Female,65-69,2016,Terengganu,259
Female,65-69,2016,W.P. Kuala Lumpur,342
Female,65-69,2016,W.P. Putrajaya,5
Female,70-74,2016,Johor,790
Female,70-74,2016,Kedah,631
Female,70-74,2016,Kelantan,567
Female,70-74,2016,Melaka,246
Female,70-74,2016,Negeri Sembilan,264
Female,70-74,2016,Pahang,375
Female,70-74,2016,Perak,828
Female,70-74,2016,Perlis,114
Female,70-74,2016,Sabah,530
Female,70-74,2016,Sarawak,663
Female,70-74,2016,Selangor,1101
Female,70-74,2016,Terengganu,336
Female,70-74,2016,W.P. Kuala Lumpur,334
Female,70-74,2016,W.P. Putrajaya,11
Female,75-79,2016,Johor,988
Female,75-79,2016,Kedah,877
Female,75-79,2016,Kelantan,660
Female,75-79,2016,Melaka,331
Female,75-79,2016,Negeri Sembilan,381
Female,75-79,2016,Pahang,484
Female,75-79,2016,Perak,1019
Female,75-79,2016,Perlis,113
Female,75-79,2016,Sabah,678
Female,75-79,2016,Sarawak,632
Female,75-79,2016,Selangor,1347
Female,75-79,2016,Terengganu,442
Female,75-79,2016,W.P. Kuala Lumpur,406
Female,75-79,2016,W.P. Putrajaya,7
Female,80-84,2016,Johor,1088
Female,80-84,2016,Kedah,842
Female,80-84,2016,Kelantan,446
Female,80-84,2016,Melaka,328
Female,80-84,2016,Negeri Sembilan,388
Female,80-84,2016,Pahang,367
Female,80-84,2016,Perak,1211
Female,80-84,2016,Perlis,129
Female,80-84,2016,Sabah,674
Female,80-84,2016,Sarawak,818
Female,80-84,2016,Selangor,1395
Female,80-84,2016,Terengganu,286
Female,80-84,2016,W.P. Kuala Lumpur,450
Female,80-84,2016,W.P. Putrajaya,7
Female,85 +,2016,Johor,1376
Female,85 +,2016,Kedah,945
Female,85 +,2016,Kelantan,813
Female,85 +,2016,Melaka,395
Female,85 +,2016,Negeri Sembilan,512
Female,85 +,2016,Pahang,437
Female,85 +,2016,Perak,1432
Female,85 +,2016,Perlis,156
Female,85 +,2016,Sabah,702
Female,85 +,2016,Sarawak,1009
Female,85 +,2016,Selangor,1602
Female,85 +,2016,Terengganu,449
Female,85 +,2016,W.P. Kuala Lumpur,635
Female,85 +,2016,W.P. Putrajaya,6
Female,Under 1 year,2018,Johor,201
Female,1-4,2018,Johor,12
Female,1-4,2018,Johor,12
Female,1-4,2018,Johor,11
Female,1-4,2018,Johor,5
Female,5-9,2018,Johor,37
Female,10-14,2018,Johor,23
Female,15-19,2018,Johor,40
Female,20-24,2018,Johor,71
Female,25-29,2018,Johor,68
Female,30-34,2018,Johor,128
Female,35-39,2018,Johor,158
Female,40-44,2018,Johor,217
Female,45-49,2018,Johor,304
Female,50-54,2018,Johor,510
Female,55-59,2018,Johor,603
Female,60-64,2018,Johor,802
Female,65-69,2018,Johor,952
Female,70-74,2018,Johor,907
Female,75-79,2018,Johor,1000
Female,80-84,2018,Johor,1167
Female,85 +,2018,Johor,1505
Female,Under 1 year,2018,Kedah,93
Female,1-4,2018,Kedah,8
Female,1-4,2018,Kedah,5
Female,1-4,2018,Kedah,6
Female,1-4,2018,Kedah,7
Female,5-9,2018,Kedah,18
Female,10-14,2018,Kedah,20
Female,15-19,2018,Kedah,39
Female,20-24,2018,Kedah,52
Female,25-29,2018,Kedah,64
Female,30-34,2018,Kedah,81
Female,35-39,2018,Kedah,123
Female,40-44,2018,Kedah,152
Female,45-49,2018,Kedah,227
Female,50-54,2018,Kedah,310
Female,55-59,2018,Kedah,494
Female,60-64,2018,Kedah,576
Female,65-69,2018,Kedah,660
Female,70-74,2018,Kedah,674
Female,75-79,2018,Kedah,789
Female,80-84,2018,Kedah,973
Female,85 +,2018,Kedah,965
Female,Under 1 year,2018,Kelantan,115
Female,1-4,2018,Kelantan,6
Female,1-4,2018,Kelantan,8
Female,1-4,2018,Kelantan,7
Female,1-4,2018,Kelantan,2
Female,5-9,2018,Kelantan,22
Female,10-14,2018,Kelantan,26
Female,15-19,2018,Kelantan,27
Female,20-24,2018,Kelantan,51
Female,25-29,2018,Kelantan,55
Female,30-34,2018,Kelantan,83
Female,35-39,2018,Kelantan,73
Female,40-44,2018,Kelantan,109
Female,45-49,2018,Kelantan,174
Female,50-54,2018,Kelantan,268
Female,55-59,2018,Kelantan,369
Female,60-64,2018,Kelantan,456
Female,65-69,2018,Kelantan,506
Female,70-74,2018,Kelantan,553
Female,75-79,2018,Kelantan,636
Female,80-84,2018,Kelantan,659
Female,85 +,2018,Kelantan,779
Female,Under 1 year,2018,Melaka,39
Female,1-4,2018,Melaka,1
Female,1-4,2018,Melaka,0
Female,1-4,2018,Melaka,1
Female,1-4,2018,Melaka,0
Female,5-9,2018,Melaka,3
Female,10-14,2018,Melaka,1
Female,15-19,2018,Melaka,12
Female,20-24,2018,Melaka,14
Female,25-29,2018,Melaka,16
Female,30-34,2018,Melaka,28
Female,35-39,2018,Melaka,44
Female,40-44,2018,Melaka,54
Female,45-49,2018,Melaka,79
Female,50-54,2018,Melaka,129
Female,55-59,2018,Melaka,142
Female,60-64,2018,Melaka,226
Female,65-69,2018,Melaka,223
Female,70-74,2018,Melaka,249
Female,75-79,2018,Melaka,302
Female,80-84,2018,Melaka,363
Female,85 +,2018,Melaka,402
Female,Under 1 year,2018,Negeri Sembilan,73
Female,1-4,2018,Negeri Sembilan,1
Female,1-4,2018,Negeri Sembilan,3
Female,1-4,2018,Negeri Sembilan,4
Female,1-4,2018,Negeri Sembilan,3
Female,5-9,2018,Negeri Sembilan,8
Female,10-14,2018,Negeri Sembilan,2
Female,15-19,2018,Negeri Sembilan,14
Female,20-24,2018,Negeri Sembilan,26
Female,25-29,2018,Negeri Sembilan,31
Female,30-34,2018,Negeri Sembilan,38
Female,35-39,2018,Negeri Sembilan,49
Female,40-44,2018,Negeri Sembilan,64
Female,45-49,2018,Negeri Sembilan,81
Female,50-54,2018,Negeri Sembilan,160
Female,55-59,2018,Negeri Sembilan,225
Female,60-64,2018,Negeri Sembilan,317
Female,65-69,2018,Negeri Sembilan,335
Female,70-74,2018,Negeri Sembilan,301
Female,75-79,2018,Negeri Sembilan,361
Female,80-84,2018,Negeri Sembilan,448
Female,85 +,2018,Negeri Sembilan,469
Female,Under 1 year,2018,Pahang,88
Female,1-4,2018,Pahang,5
Female,1-4,2018,Pahang,8
Female,1-4,2018,Pahang,7
Female,1-4,2018,Pahang,2
Female,5-9,2018,Pahang,14
Female,10-14,2018,Pahang,18
Female,15-19,2018,Pahang,20
Female,20-24,2018,Pahang,23
Female,25-29,2018,Pahang,46
Female,30-34,2018,Pahang,65
Female,35-39,2018,Pahang,92
Female,40-44,2018,Pahang,93
Female,45-49,2018,Pahang,156
Female,50-54,2018,Pahang,188
Female,55-59,2018,Pahang,254
Female,60-64,2018,Pahang,376
Female,65-69,2018,Pahang,445
Female,70-74,2018,Pahang,455
Female,75-79,2018,Pahang,444
Female,80-84,2018,Pahang,477
Female,85 +,2018,Pahang,445
Female,Under 1 year,2018,Perak,111
Female,1-4,2018,Perak,6
Female,1-4,2018,Perak,9
Female,1-4,2018,Perak,5
Female,1-4,2018,Perak,5
Female,5-9,2018,Perak,14
Female,10-14,2018,Perak,20
Female,15-19,2018,Perak,39
Female,20-24,2018,Perak,60
Female,25-29,2018,Perak,55
Female,30-34,2018,Perak,71
Female,35-39,2018,Perak,92
Female,40-44,2018,Perak,142
Female,45-49,2018,Perak,205
Female,50-54,2018,Perak,371
Female,55-59,2018,Perak,511
Female,60-64,2018,Perak,652
Female,65-69,2018,Perak,847
Female,70-74,2018,Perak,903
Female,75-79,2018,Perak,1130
Female,80-84,2018,Perak,1217
Female,85 +,2018,Perak,1553
Female,Under 1 year,2018,Perlis,25
Female,1-4,2018,Perlis,1
Female,1-4,2018,Perlis,0
Female,1-4,2018,Perlis,0
Female,1-4,2018,Perlis,0
Female,5-9,2018,Perlis,0
Female,10-14,2018,Perlis,2
Female,15-19,2018,Perlis,5
Female,20-24,2018,Perlis,5
Female,25-29,2018,Perlis,8
Female,30-34,2018,Perlis,10
Female,35-39,2018,Perlis,19
Female,40-44,2018,Perlis,17
Female,45-49,2018,Perlis,19
Female,50-54,2018,Perlis,48
Female,55-59,2018,Perlis,64
Female,60-64,2018,Perlis,87
Female,65-69,2018,Perlis,100
Female,70-74,2018,Perlis,101
Female,75-79,2018,Perlis,122
Female,80-84,2018,Perlis,121
Female,85 +,2018,Perlis,150
Female,Under 1 year,2018,Sabah,237
Female,1-4,2018,Sabah,15
Female,1-4,2018,Sabah,26
Female,1-4,2018,Sabah,8
Female,1-4,2018,Sabah,17
Female,5-9,2018,Sabah,42
Female,10-14,2018,Sabah,33
Female,15-19,2018,Sabah,52
Female,20-24,2018,Sabah,96
Female,25-29,2018,Sabah,107
Female,30-34,2018,Sabah,104
Female,35-39,2018,Sabah,126
Female,40-44,2018,Sabah,150
Female,45-49,2018,Sabah,178
Female,50-54,2018,Sabah,297
Female,55-59,2018,Sabah,441
Female,60-64,2018,Sabah,451
Female,65-69,2018,Sabah,481
Female,70-74,2018,Sabah,610
Female,75-79,2018,Sabah,769
Female,80-84,2018,Sabah,723
Female,85 +,2018,Sabah,807
Female,Under 1 year,2018,Sarawak,114
Female,1-4,2018,Sarawak,7
Female,1-4,2018,Sarawak,10
Female,1-4,2018,Sarawak,11
Female,1-4,2018,Sarawak,9
Female,5-9,2018,Sarawak,23
Female,10-14,2018,Sarawak,26
Female,15-19,2018,Sarawak,36
Female,20-24,2018,Sarawak,44
Female,25-29,2018,Sarawak,57
Female,30-34,2018,Sarawak,77
Female,35-39,2018,Sarawak,91
Female,40-44,2018,Sarawak,141
Female,45-49,2018,Sarawak,218
Female,50-54,2018,Sarawak,292
Female,55-59,2018,Sarawak,358
Female,60-64,2018,Sarawak,475
Female,65-69,2018,Sarawak,500
Female,70-74,2018,Sarawak,694
Female,75-79,2018,Sarawak,808
Female,80-84,2018,Sarawak,796
Female,85 +,2018,Sarawak,1179
Female,Under 1 year,2018,Selangor,300
Female,1-4,2018,Selangor,16
Female,1-4,2018,Selangor,25
Female,1-4,2018,Selangor,14
Female,1-4,2018,Selangor,18
Female,5-9,2018,Selangor,37
Female,10-14,2018,Selangor,42
Female,15-19,2018,Selangor,76
Female,20-24,2018,Selangor,81
Female,25-29,2018,Selangor,119
Female,30-34,2018,Selangor,137
Female,35-39,2018,Selangor,232
Female,40-44,2018,Selangor,270
Female,45-49,2018,Selangor,404
Female,50-54,2018,Selangor,644
Female,55-59,2018,Selangor,891
Female,60-64,2018,Selangor,1105
Female,65-69,2018,Selangor,1214
Female,70-74,2018,Selangor,1283
Female,75-79,2018,Selangor,1399
Female,80-84,2018,Selangor,1497
Female,85 +,2018,Selangor,1754
Female,Under 1 year,2018,Terengganu,77
Female,1-4,2018,Terengganu,4
Female,1-4,2018,Terengganu,5
Female,1-4,2018,Terengganu,4
Female,1-4,2018,Terengganu,3
Female,5-9,2018,Terengganu,15
Female,10-14,2018,Terengganu,14
Female,15-19,2018,Terengganu,27
Female,20-24,2018,Terengganu,27
Female,25-29,2018,Terengganu,45
Female,30-34,2018,Terengganu,40
Female,35-39,2018,Terengganu,36
Female,40-44,2018,Terengganu,74
Female,45-49,2018,Terengganu,102
Female,50-54,2018,Terengganu,173
Female,55-59,2018,Terengganu,239
Female,60-64,2018,Terengganu,320
Female,65-69,2018,Terengganu,291
Female,70-74,2018,Terengganu,349
Female,75-79,2018,Terengganu,390
Female,80-84,2018,Terengganu,445
Female,85 +,2018,Terengganu,367
Female,Under 1 year,2018,W.P. Kuala Lumpur,68
Female,1-4,2018,W.P. Kuala Lumpur,2
Female,1-4,2018,W.P. Kuala Lumpur,10
Female,1-4,2018,W.P. Kuala Lumpur,0
Female,1-4,2018,W.P. Kuala Lumpur,1
Female,5-9,2018,W.P. Kuala Lumpur,3
Female,10-14,2018,W.P. Kuala Lumpur,6
Female,15-19,2018,W.P. Kuala Lumpur,11
Female,20-24,2018,W.P. Kuala Lumpur,23
Female,25-29,2018,W.P. Kuala Lumpur,17
Female,30-34,2018,W.P. Kuala Lumpur,44
Female,35-39,2018,W.P. Kuala Lumpur,54
Female,40-44,2018,W.P. Kuala Lumpur,87
Female,45-49,2018,W.P. Kuala Lumpur,109
Female,50-54,2018,W.P. Kuala Lumpur,163
Female,55-59,2018,W.P. Kuala Lumpur,265
Female,60-64,2018,W.P. Kuala Lumpur,313
Female,65-69,2018,W.P. Kuala Lumpur,380
Female,70-74,2018,W.P. Kuala Lumpur,394
Female,75-79,2018,W.P. Kuala Lumpur,433
Female,80-84,2018,W.P. Kuala Lumpur,513
Female,85 +,2018,W.P. Kuala Lumpur,660
Female,Under 1 year,2018,W.P. Putrajaya,10
Female,1-4,2018,W.P. Putrajaya,0
Female,1-4,2018,W.P. Putrajaya,1
Female,1-4,2018,W.P. Putrajaya,0
Female,1-4,2018,W.P. Putrajaya,0
Female,5-9,2018,W.P. Putrajaya,1
Female,10-14,2018,W.P. Putrajaya,1
Female,15-19,2018,W.P. Putrajaya,0
Female,20-24,2018,W.P. Putrajaya,0
Female,25-29,2018,W.P. Putrajaya,1
Female,30-34,2018,W.P. Putrajaya,0
Female,35-39,2018,W.P. Putrajaya,4
Female,40-44,2018,W.P. Putrajaya,3
Female,45-49,2018,W.P. Putrajaya,7
Female,50-54,2018,W.P. Putrajaya,4
Female,55-59,2018,W.P. Putrajaya,10
Female,60-64,2018,W.P. Putrajaya,11
Female,65-69,2018,W.P. Putrajaya,7
Female,70-74,2018,W.P. Putrajaya,13
Female,75-79,2018,W.P. Putrajaya,7
Female,80-84,2018,W.P. Putrajaya,8
Female,85 +,2018,W.P. Putrajaya,10
Male,Under 1 year,2018,Johor,221
Male,1-4,2018,Johor,12
Male,1-4,2018,Johor,18
Male,1-4,2018,Johor,14
Male,1-4,2018,Johor,9
Male,5-9,2018,Johor,31
Male,10-14,2018,Johor,48
Male,15-19,2018,Johor,179
Male,20-24,2018,Johor,229
Male,25-29,2018,Johor,201
Male,30-34,2018,Johor,272
Male,35-39,2018,Johor,348
Male,40-44,2018,Johor,471
Male,45-49,2018,Johor,639
Male,50-54,2018,Johor,962
Male,55-59,2018,Johor,1219
Male,60-64,2018,Johor,1379
Male,65-69,2018,Johor,1520
Male,70-74,2018,Johor,1497
Male,75-79,2018,Johor,1221
Male,80-84,2018,Johor,1071
Male,85 +,2018,Johor,823
Male,Under 1 year,2018,Kedah,136
Male,1-4,2018,Kedah,7
Male,1-4,2018,Kedah,13
Male,1-4,2018,Kedah,5
Male,1-4,2018,Kedah,6
Male,5-9,2018,Kedah,36
Male,10-14,2018,Kedah,29
Male,15-19,2018,Kedah,127
Male,20-24,2018,Kedah,134
Male,25-29,2018,Kedah,152
Male,30-34,2018,Kedah,164
Male,35-39,2018,Kedah,217
Male,40-44,2018,Kedah,305
Male,45-49,2018,Kedah,431
Male,50-54,2018,Kedah,546
Male,55-59,2018,Kedah,774
Male,60-64,2018,Kedah,904
Male,65-69,2018,Kedah,1005
Male,70-74,2018,Kedah,935
Male,75-79,2018,Kedah,912
Male,80-84,2018,Kedah,854
Male,85 +,2018,Kedah,524
Male,Under 1 year,2018,Kelantan,173
Male,1-4,2018,Kelantan,4
Male,1-4,2018,Kelantan,13
Male,1-4,2018,Kelantan,10
Male,1-4,2018,Kelantan,5
Male,5-9,2018,Kelantan,29
Male,10-14,2018,Kelantan,44
Male,15-19,2018,Kelantan,108
Male,20-24,2018,Kelantan,122
Male,25-29,2018,Kelantan,120
Male,30-34,2018,Kelantan,140
Male,35-39,2018,Kelantan,178
Male,40-44,2018,Kelantan,211
Male,45-49,2018,Kelantan,317
Male,50-54,2018,Kelantan,404
Male,55-59,2018,Kelantan,531
Male,60-64,2018,Kelantan,687
Male,65-69,2018,Kelantan,713
Male,70-74,2018,Kelantan,853
Male,75-79,2018,Kelantan,614
Male,80-84,2018,Kelantan,642
Male,85 +,2018,Kelantan,414
Male,Under 1 year,2018,Melaka,71
Male,1-4,2018,Melaka,3
Male,1-4,2018,Melaka,1
Male,1-4,2018,Melaka,2
Male,1-4,2018,Melaka,2
Male,5-9,2018,Melaka,7
Male,10-14,2018,Melaka,13
Male,15-19,2018,Melaka,45
Male,20-24,2018,Melaka,67
Male,25-29,2018,Melaka,43
Male,30-34,2018,Melaka,58
Male,35-39,2018,Melaka,87
Male,40-44,2018,Melaka,92
Male,45-49,2018,Melaka,149
Male,50-54,2018,Melaka,236
Male,55-59,2018,Melaka,270
Male,60-64,2018,Melaka,350
Male,65-69,2018,Melaka,365
Male,70-74,2018,Melaka,357
Male,75-79,2018,Melaka,332
Male,80-84,2018,Melaka,305
Male,85 +,2018,Melaka,224
Male,Under 1 year,2018,Negeri Sembilan,89
Male,1-4,2018,Negeri Sembilan,1
Male,1-4,2018,Negeri Sembilan,4
Male,1-4,2018,Negeri Sembilan,6
Male,1-4,2018,Negeri Sembilan,5
Male,5-9,2018,Negeri Sembilan,9
Male,10-14,2018,Negeri Sembilan,13
Male,15-19,2018,Negeri Sembilan,62
Male,20-24,2018,Negeri Sembilan,79
Male,25-29,2018,Negeri Sembilan,79
Male,30-34,2018,Negeri Sembilan,102
Male,35-39,2018,Negeri Sembilan,125
Male,40-44,2018,Negeri Sembilan,139
Male,45-49,2018,Negeri Sembilan,198
Male,50-54,2018,Negeri Sembilan,289
Male,55-59,2018,Negeri Sembilan,417
Male,60-64,2018,Negeri Sembilan,509
Male,65-69,2018,Negeri Sembilan,529
Male,70-74,2018,Negeri Sembilan,450
Male,75-79,2018,Negeri Sembilan,456
Male,80-84,2018,Negeri Sembilan,397
Male,85 +,2018,Negeri Sembilan,327
Male,Under 1 year,2018,Pahang,109
Male,1-4,2018,Pahang,5
Male,1-4,2018,Pahang,14
Male,1-4,2018,Pahang,3
Male,1-4,2018,Pahang,3
Male,5-9,2018,Pahang,26
Male,10-14,2018,Pahang,29
Male,15-19,2018,Pahang,92
Male,20-24,2018,Pahang,104
Male,25-29,2018,Pahang,113
Male,30-34,2018,Pahang,136
Male,35-39,2018,Pahang,177
Male,40-44,2018,Pahang,229
Male,45-49,2018,Pahang,268
Male,50-54,2018,Pahang,383
Male,55-59,2018,Pahang,508
Male,60-64,2018,Pahang,596
Male,65-69,2018,Pahang,636
Male,70-74,2018,Pahang,748
Male,75-79,2018,Pahang,596
Male,80-84,2018,Pahang,511
Male,85 +,2018,Pahang,239
Male,Under 1 year,2018,Perak,112
Male,1-4,2018,Perak,7
Male,1-4,2018,Perak,13
Male,1-4,2018,Perak,6
Male,1-4,2018,Perak,10
Male,5-9,2018,Perak,31
Male,10-14,2018,Perak,38
Male,15-19,2018,Perak,110
Male,20-24,2018,Perak,148
Male,25-29,2018,Perak,125
Male,30-34,2018,Perak,198
Male,35-39,2018,Perak,271
Male,40-44,2018,Perak,313
Male,45-49,2018,Perak,504
Male,50-54,2018,Perak,710
Male,55-59,2018,Perak,975
Male,60-64,2018,Perak,1137
Male,65-69,2018,Perak,1351
Male,70-74,2018,Perak,1207
Male,75-79,2018,Perak,1300
Male,80-84,2018,Perak,1122
Male,85 +,2018,Perak,894
Male,Under 1 year,2018,Perlis,14
Male,1-4,2018,Perlis,1
Male,1-4,2018,Perlis,0
Male,1-4,2018,Perlis,1
Male,1-4,2018,Perlis,3
Male,5-9,2018,Perlis,4
Male,10-14,2018,Perlis,10
Male,15-19,2018,Perlis,23
Male,20-24,2018,Perlis,13
Male,25-29,2018,Perlis,19
Male,30-34,2018,Perlis,25
Male,35-39,2018,Perlis,37
Male,40-44,2018,Perlis,38
Male,45-49,2018,Perlis,42
Male,50-54,2018,Perlis,81
Male,55-59,2018,Perlis,79
Male,60-64,2018,Perlis,115
Male,65-69,2018,Perlis,139
Male,70-74,2018,Perlis,124
Male,75-79,2018,Perlis,156
Male,80-84,2018,Perlis,120
Male,85 +,2018,Perlis,94
Male,Under 1 year,2018,Sabah,297
Male,1-4,2018,Sabah,18
Male,1-4,2018,Sabah,25
Male,1-4,2018,Sabah,11
Male,1-4,2018,Sabah,17
Male,5-9,2018,Sabah,69
Male,10-14,2018,Sabah,66
Male,15-19,2018,Sabah,113
Male,20-24,2018,Sabah,159
Male,25-29,2018,Sabah,180
Male,30-34,2018,Sabah,234
Male,35-39,2018,Sabah,227
Male,40-44,2018,Sabah,289
Male,45-49,2018,Sabah,405
Male,50-54,2018,Sabah,581
Male,55-59,2018,Sabah,792
Male,60-64,2018,Sabah,823
Male,65-69,2018,Sabah,834
Male,70-74,2018,Sabah,784
Male,75-79,2018,Sabah,919
Male,80-84,2018,Sabah,729
Male,85 +,2018,Sabah,598
Male,Under 1 year,2018,Sarawak,148
Male,1-4,2018,Sarawak,11
Male,1-4,2018,Sarawak,17
Male,1-4,2018,Sarawak,14
Male,1-4,2018,Sarawak,6
Male,5-9,2018,Sarawak,37
Male,10-14,2018,Sarawak,39
Male,15-19,2018,Sarawak,92
Male,20-24,2018,Sarawak,127
Male,25-29,2018,Sarawak,141
Male,30-34,2018,Sarawak,168
Male,35-39,2018,Sarawak,250
Male,40-44,2018,Sarawak,301
Male,45-49,2018,Sarawak,369
Male,50-54,2018,Sarawak,538
Male,55-59,2018,Sarawak,672
Male,60-64,2018,Sarawak,789
Male,65-69,2018,Sarawak,794
Male,70-74,2018,Sarawak,943
Male,75-79,2018,Sarawak,894
Male,80-84,2018,Sarawak,685
Male,85 +,2018,Sarawak,827
Male,Under 1 year,2018,Selangor,362
Male,1-4,2018,Selangor,20
Male,1-4,2018,Selangor,19
Male,1-4,2018,Selangor,12
Male,1-4,2018,Selangor,11
Male,5-9,2018,Selangor,56
Male,10-14,2018,Selangor,58
Male,15-19,2018,Selangor,209
Male,20-24,2018,Selangor,297
Male,25-29,2018,Selangor,285
Male,30-34,2018,Selangor,377
Male,35-39,2018,Selangor,482
Male,40-44,2018,Selangor,678
Male,45-49,2018,Selangor,873
Male,50-54,2018,Selangor,1304
Male,55-59,2018,Selangor,1614
Male,60-64,2018,Selangor,1816
Male,65-69,2018,Selangor,1835
Male,70-74,2018,Selangor,1618
Male,75-79,2018,Selangor,1610
Male,80-84,2018,Selangor,1267
Male,85 +,2018,Selangor,1026
Male,Under 1 year,2018,Terengganu,96
Male,1-4,2018,Terengganu,4
Male,1-4,2018,Terengganu,8
Male,1-4,2018,Terengganu,5
Male,1-4,2018,Terengganu,1
Male,5-9,2018,Terengganu,20
Male,10-14,2018,Terengganu,22
Male,15-19,2018,Terengganu,69
Male,20-24,2018,Terengganu,70
Male,25-29,2018,Terengganu,71
Male,30-34,2018,Terengganu,109
Male,35-39,2018,Terengganu,142
Male,40-44,2018,Terengganu,202
Male,45-49,2018,Terengganu,231
Male,50-54,2018,Terengganu,266
Male,55-59,2018,Terengganu,403
Male,60-64,2018,Terengganu,458
Male,65-69,2018,Terengganu,429
Male,70-74,2018,Terengganu,523
Male,75-79,2018,Terengganu,396
Male,80-84,2018,Terengganu,308
Male,85 +,2018,Terengganu,219
Male,Under 1 year,2018,W.P. Kuala Lumpur,82
Male,1-4,2018,W.P. Kuala Lumpur,3
Male,1-4,2018,W.P. Kuala Lumpur,6
Male,1-4,2018,W.P. Kuala Lumpur,4
Male,1-4,2018,W.P. Kuala Lumpur,1
Male,5-9,2018,W.P. Kuala Lumpur,8
Male,10-14,2018,W.P. Kuala Lumpur,13
Male,15-19,2018,W.P. Kuala Lumpur,50
Male,20-24,2018,W.P. Kuala Lumpur,72
Male,25-29,2018,W.P. Kuala Lumpur,77
Male,30-34,2018,W.P. Kuala Lumpur,80
Male,35-39,2018,W.P. Kuala Lumpur,149
Male,40-44,2018,W.P. Kuala Lumpur,171
Male,45-49,2018,W.P. Kuala Lumpur,234
Male,50-54,2018,W.P. Kuala Lumpur,352
Male,55-59,2018,W.P. Kuala Lumpur,492
Male,60-64,2018,W.P. Kuala Lumpur,577
Male,65-69,2018,W.P. Kuala Lumpur,606
Male,70-74,2018,W.P. Kuala Lumpur,514
Male,75-79,2018,W.P. Kuala Lumpur,572
Male,80-84,2018,W.P. Kuala Lumpur,448
Male,85 +,2018,W.P. Kuala Lumpur,418
Male,Under 1 year,2018,W.P. Putrajaya,12
Male,1-4,2018,W.P. Putrajaya,2
Male,1-4,2018,W.P. Putrajaya,2
Male,1-4,2018,W.P. Putrajaya,0
Male,1-4,2018,W.P. Putrajaya,0
Male,5-9,2018,W.P. Putrajaya,1
Male,10-14,2018,W.P. Putrajaya,2
Male,15-19,2018,W.P. Putrajaya,2
Male,20-24,2018,W.P. Putrajaya,2
Male,25-29,2018,W.P. Putrajaya,1
Male,30-34,2018,W.P. Putrajaya,4
Male,35-39,2018,W.P. Putrajaya,7
Male,40-44,2018,W.P. Putrajaya,7
Male,45-49,2018,W.P. Putrajaya,5
Male,50-54,2018,W.P. Putrajaya,10
Male,55-59,2018,W.P. Putrajaya,12
Male,60-64,2018,W.P. Putrajaya,13
Male,65-69,2018,W.P. Putrajaya,9
Male,70-74,2018,W.P. Putrajaya,11
Male,75-79,2018,W.P. Putrajaya,10
Male,80-84,2018,W.P. Putrajaya,6
Male,85 +,2018,W.P. Putrajaya,2
Female,Under 1 year,2017,Johor,187
Female,1-4,2017,Johor,6
Female,1-4,2017,Johor,13
Female,1-4,2017,Johor,7
Female,1-4,2017,Johor,8
Female,5-9,2017,Johor,23
Female,10-14,2017,Johor,22
Female,15-19,2017,Johor,51
Female,20-24,2017,Johor,64
Female,25-29,2017,Johor,81
Female,30-34,2017,Johor,105
Female,35-39,2017,Johor,156
Female,40-44,2017,Johor,226
Female,45-49,2017,Johor,313
Female,50-54,2017,Johor,503
Female,55-59,2017,Johor,642
Female,60-64,2017,Johor,786
Female,65-69,2017,Johor,924
Female,70-74,2017,Johor,935
Female,75-79,2017,Johor,1054
Female,80-84,2017,Johor,1100
Female,85 +,2017,Johor,1378
Female,Under 1 year,2017,Kedah,109
Female,1-4,2017,Kedah,6
Female,1-4,2017,Kedah,9
Female,1-4,2017,Kedah,5
Female,1-4,2017,Kedah,4
Female,5-9,2017,Kedah,20
Female,10-14,2017,Kedah,28
Female,15-19,2017,Kedah,27
Female,20-24,2017,Kedah,52
Female,25-29,2017,Kedah,48
Female,30-34,2017,Kedah,74
Female,35-39,2017,Kedah,103
Female,40-44,2017,Kedah,101
Female,45-49,2017,Kedah,236
Female,50-54,2017,Kedah,325
Female,55-59,2017,Kedah,506
Female,60-64,2017,Kedah,547
Female,65-69,2017,Kedah,717
Female,70-74,2017,Kedah,633
Female,75-79,2017,Kedah,854
